ID	Length	pLDDT	Domain architecture	Taxonomy	Dominating topology	Dom. top. frequency
A0A817JLC8	733	71,64	PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,85
K6Y7S1	777	71,29	PF08487;PF13768;	Paraglaciecola agarilytica NO2	6_3	0,85
A0A813ZMX1	903	71,28	PF08487;PF13768;	Rotaria sordida	6_3	0,85
A0A2M8BAP4	1025	70,01	PF08487;PF13768;	Deltaproteobacteria bacterium CG_4_9_14_3_um_filter_63_12	6_3	0,85
A0A2V7B931	678	87,1	PF08487;PF13768;	Candidatus Rokubacteria bacterium	6_3	0,84
A0A321LS07	696	84,99	PF08487;PF13768;	Acidobacteriia bacterium AA117	6_3	0,84
A0A532UU56	807	84,03	PF08487;PF13768;	candidate division TA06 bacterium B3_TA06	6_3	0,84
A0A7X7UBI5	799	84	PF08487;PF13768;	Myxococcales bacterium	6_3	0,84
A1U6Y4	712	83,66	PF08487;PF13768;	Marinobacter nauticus (strain ATCC 700491 / DSM 11845 / VT8) (Marinobacter aquaeolei)	6_3	0,84
A0A668U6X3	723	83,3	PF08487;PF13768;	Oreochromis aureus (Israeli tilapia) (Chromis aureus)	6_3	0,84
A0A496UFH2	807	82,74	PF08487;PF13768;	Candidatus Fermentibacteria bacterium	6_3	0,84
A0A3N2QX93	678	82,54	PF08487;PF13768;	Marinobacter sp. R17	6_3	0,84
A0A2N9AV54	733	82,43	PF08487;PF13768;	Methylorubrum extorquens (Methylobacterium dichloromethanicum) (Methylobacterium extorquens)	6_3	0,84
A0A6I0DKM3	720	82,12	PF08487;PF13768;	Brucella anthropi (Ochrobactrum anthropi)	6_3	0,84
A0A381XMW1	704	81,97	PF08487;PF13768;	marine metagenome	6_3	0,84
A0A3N1H3U1	798	81,83	PF08487;PF13768;	Saccharothrix texasensis	6_3	0,84
A9W2J5	732	81,69	PF08487;PF13768;	Methylorubrum extorquens (strain PA1) (Methylobacterium extorquens)	6_3	0,84
A0A7V1Y5X6	813	81,55	PF08487;PF13768;	Nitrospirae bacterium	6_3	0,84
A0A1D8AET2	715	81,47	PF08487;PF13768;	Novosphingobium resinovorum	6_3	0,84
A0A7D7VLQ8	706	81,36	PF08487;PF13768;	Gammaproteobacteria bacterium	6_3	0,84
A0A0F6A3C6	707	81,27	PF08487;PF13768;	Grimontia sp. AD028	6_3	0,84
A0A7X9AH48	817	81,23	PF08487;PF13768;	Burkholderiales bacterium	6_3	0,84
A0A5C8S1D6	725	81,17	PF08487;PF13768;	Methylobacterium sp. WL120	6_3	0,84
A0A7S9D5S9	752	81,13	PF08487;PF13768;	Bradyrhizobium genosp. B	6_3	0,84
A0A2N9NU66	766	81,03	PF08487;PF13768;	Verrucomicrobia bacterium	6_3	0,84
A0A2P5LLB5	666	80,91	PF08487;PF13768;	Methylobacter sp	6_3	0,84
A0A5Q4G911	753	80,84	PF08487;PF13768;	Wenzhouxiangellaceae bacterium	6_3	0,84
A0A315CHH3	783	80,77	PF08487;PF13768;	Limnohabitans sp. Hippo4	6_3	0,84
A0A7N4PMY3	816	80,66	PF08487;PF13768;	Sarcophilus harrisii (Tasmanian devil) (Sarcophilus laniarius)	6_3	0,84
A0A2W6Z4B6	841	80,59	PF08487;PF13768;	Pseudanabaena sp	6_3	0,84
A0A2W6Z4B6	841	80,59	PF08487;PF13768;	Pseudanabaena sp	6_3	0,84
A0A525W8Z9	706	80,5	PF08487;PF13768;	Nitrospira sp. CG24D	6_3	0,84
A0A2T2QUI8	753	80,48	PF08487;PF13768;	Bradyrhizobium sp. MOS002	6_3	0,84
A0A7Y6SRF5	757	80,45	PF08487;PF13768;	Bradyrhizobium sp. 41S5	6_3	0,84
A0A395R751	659	80,44	PF08487;PF13768;	Halopseudomonas gallaeciensis	6_3	0,84
A0A4U6RTR7	757	80,37	PF08487;PF13768;	Bradyrhizobium elkanii	6_3	0,84
A0A7V6PCU5	720	80,17	PF08487;PF13768;	Brucella intermedia	6_3	0,84
A0A2D4XUX0	658	80,08	PF08487;PF13768;	Pseudomonadales bacterium	6_3	0,84
A0A6P6MEK7	808	79,84	PF08487;PF13768;	Carassius auratus (Goldfish)	6_3	0,84
A0A669D850	829	79,66	PF08487;PF13768;	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	6_3	0,84
A0A381VYY8	771	79,53	PF08487;PF13768;	marine metagenome	6_3	0,84
A0A1D8A9J4	715	79,49	PF08487;PF13768;	Novosphingobium resinovorum	6_3	0,84
A0A1J5CZW5	883	79,32	PF08487;PF13768;	Deltaproteobacteria bacterium CG2_30_63_29	6_3	0,84
A0A2N2LVB3	669	79,19	PF08487;PF13768;	Deltaproteobacteria bacterium HGW-Deltaproteobacteria-1	6_3	0,84
A0A1G1F8G9	771	79,15	PF08487;PF13768;	Nitrospirae bacterium GWC2_57_13	6_3	0,84
A0A2V9JTW3	764	78,73	PF08487;PF13768;	Acidobacteria bacterium	6_3	0,84
A0A1G2A783	906	78,52	PF08487;PF13768;	Candidatus Jacksonbacteria bacterium RIFCSPLOWO2_02_FULL_44_20	6_3	0,84
L7C6V4	764	78,52	PF08487;PF13768;	Rhodopirellula baltica SWK14	6_3	0,84
A0A239A8L3	844	78,49	PF08487;PF13768;	Actinoplanes regularis	6_3	0,84
A0A815PMK2	694	78,45	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,84
K5CD59	764	78,19	PF08487;PF13768;	Rhodopirellula baltica SH28	6_3	0,84
A0A803JTL1	815	78,06	PF08487;PF13768;	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	6_3	0,84
A0A2K8YPC6	757	77,82	PF08487;PF13768;	Bradyrhizobium sp. SK17	6_3	0,84
A0A3A4S796	668	77,61	PF08487;PF13768;	Desulfobacteraceae bacterium	6_3	0,84
A0A2T0K2X4	860	77,33	PF08487;PF13768;	Actinoplanes italicus	6_3	0,84
M5RF74	783	77,08	PF08487;PF13768;	Rhodopirellula maiorica SM1	6_3	0,84
A0A6P7R7D0	834	77,01	PF08487;PF13768;	Mus caroli (Ryukyu mouse) (Ricefield mouse)	6_3	0,84
A6G2V8	877	76,41	PF08487;PF13768;	Plesiocystis pacifica SIR-1	6_3	0,84
A0A2T3LA07	720	76,13	PF08487;PF13768;	Photobacterium indicum	6_3	0,84
A0A5C1PWU8	770	76,11	PF08487;PF13768;	Sphaerotilus natans subsp. sulfidivorans	6_3	0,84
A0A813SF77	837	75,97	PF08487;PF13768;	Adineta ricciae (Rotifer)	6_3	0,84
A0A815KLA2	846	75,84	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,84
A0A816PJS8	827	75,71	PF08487;PF13768;	Rotaria magnacalcarata	6_3	0,84
A0A3L7HS23	838	75,38	PF08487;PF13768;	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	6_3	0,84
A0A821MRR4	842	75,15	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,84
A0A7X3S7A6	746	74,5	PF08487;PF13768;	Stappia sp. GBMRC 2046	6_3	0,84
A0A1C3VLT6	794	74,25	PF08487;PF13768;	Rhizobium hainanense	6_3	0,84
A0A2E6VQE9	817	74,08	PF08487;PF13768;	Myxococcales bacterium	6_3	0,84
A0A553PIH2	859	73,47	PF08487;PF13768;	Tigriopus californicus (Marine copepod)	6_3	0,84
A0A379ZK70	772	73,43	PF08487;PF13768;	Shewanella baltica	6_3	0,84
A0A4R0BL11	795	73,4	PF08487;PF13768;	Rhizobium leguminosarum bv. viciae	6_3	0,84
A0A379ZPJ9	766	72,2	PF08487;PF13768;	Shewanella morhuae	6_3	0,84
A0A6P0L5A6	967	71,85	PF08487;PF13768;	Moorena sp. SIO3H5	6_3	0,84
A0A6P0J3J5	975	71,34	PF08487;PF13768;	Moorena sp. SIO4A5	6_3	0,84
A0A818E6F7	850	70,96	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,84
A0A7Y6ILI6	812		PF08487;PF13768;	Nonomuraea rhodomycinica	6_3	0,84
A0A7K0Y203	742		PF08487;PF13768;	Actinomycetia bacterium	6_3	0,84
A0A1X2EEN4	724	84,77	PF08487;PF13768;	Mycobacterium szulgai	6_3	0,83
A0A1A8RDH6	776	84,57	PF08487;PF13768;	Nothobranchius rachovii (bluefin notho)	6_3	0,83
A0A7X8GRG4	810	84,52	PF08487;PF13768;	bacterium	6_3	0,83
A0A2P6M5M9	724	84,39	PF08487;PF13768;	Arenimonas caeni	6_3	0,83
A0A3B8WGS4	712	84,03	PF08487;PF13768;	Marinobacter nauticus (Marinobacter hydrocarbonoclasticus) (Marinobacter aquaeolei)	6_3	0,83
A0A1B2YSL1	682	83,14	PF08487;PF13768;	uncultured bacterium	6_3	0,83
A0A2G2M5Y2	704	82,84	PF08487;PF13768;	Methylophaga sp	6_3	0,83
A0A496U6U0	765	82,7	PF08487;PF13768;	Candidatus Fermentibacteria bacterium	6_3	0,83
A0A661GMN7	639	82,57	PF08487;PF13768;	Gammaproteobacteria bacterium	6_3	0,83
A0A4V6QDC5	717	82,53	PF08487;PF13768;	Algibacter lectus	6_3	0,83
A0A1U7IU10	816	82,42	PF08487;PF13768;	Phormidium ambiguum IAM M-71	6_3	0,83
A0A3A8KQX5	851	82,3	PF08487;PF13768;	Corallococcus sp. CA047B	6_3	0,83
A0A356VDJ8	732	82,25	PF08487;PF13768;	Halieaceae bacterium	6_3	0,83
A0A352AK34	812	82,23	PF08487;PF13768;	Cyanobacteria bacterium UBA9273	6_3	0,83
A0A3E1EC05	743	82,12	PF08487;PF13768;	Verrucomicrobia bacterium	6_3	0,83
A0A353XZT2	740	81,51	PF08487;PF13768;	Gammaproteobacteria bacterium	6_3	0,83
A0A0D7NQM9	756	81,46	PF08487;PF13768;	Bradyrhizobium sp. LTSP885	6_3	0,83
A0A7T4IER7	720	81,35	PF08487;PF13768;	Brucella anthropi (Ochrobactrum anthropi)	6_3	0,83
A0A845FRV3	737	81,27	PF08487;PF13768;	Pseudomaricurvus sp. HS19	6_3	0,83
A0A6C2UQM9	647	81,26	PF08487;PF13768;	Pontiella sulfatireligans	6_3	0,83
A0A128EXT2	706	81,24	PF08487;PF13768;	Grimontia celer	6_3	0,83
A0A2U9TVC8	730	80,91	PF08487;PF13768;	Methylobacterium sp. XJLW	6_3	0,83
A0A2Z2NMA9	672	80,89	PF08487;PF13768;	Granulosicoccus antarcticus IMCC3135	6_3	0,83
A0A668U2W0	805	80,87	PF08487;PF13768;	Oreochromis aureus (Israeli tilapia) (Chromis aureus)	6_3	0,83
A0A2U8P3U2	753	80,71	PF08487;PF13768;	Bradyrhizobium ottawaense	6_3	0,83
A0A2E8S298	847	80,64	PF08487;PF13768;	Myxococcales bacterium	6_3	0,83
A0A2T4VRK3	848	80,18	PF08487;PF13768;	Vitiosangium sp. (strain GDMCC 1.1324)	6_3	0,83
A0A6N6PBV2	852	80,13	PF08487;PF13768;	Verrucomicrobia bacterium	6_3	0,83
A0A6C2E2D9	849	79,95	PF08487;PF13768;	Pseudanabaena sp. UWO310	6_3	0,83
A0A452REE7	804	79,8	PF08487;PF13768;	Ursus americanus (American black bear) (Euarctos americanus)	6_3	0,83
A0A316I146	763	79,68	PF08487;PF13768;	Lentzea atacamensis	6_3	0,83
M5JSB1	720	79,44	PF08487;PF13768;	Brucella intermedia M86	6_3	0,83
A0A2T6DK54	681	79,41	PF08487;PF13768;	Opitutaceae bacterium EW11	6_3	0,83
A0A2V8MZJ2	879	78,69	PF08487;PF13768;	Acidobacteria bacterium	6_3	0,83
A0A4Y6C341	861	78,61	PF08487;PF13768;	Myxococcus xanthus	6_3	0,83
A0A1H7ZYP1	863	78,55	PF08487;PF13768;	Stigmatella aurantiaca	6_3	0,83
A0A2M8UTY1	658	78,46	PF08487;PF13768;	Pseudomonas sp	6_3	0,83
A0A2P9HFE9	754	78,24	PF08487;PF13768;	[Ochrobactrum] soli	6_3	0,83
A0A6P7JDM6	854	78,13	PF08487;PF13768;	Parambassis ranga (Indian glassy fish)	6_3	0,83
A0A1E7I0A4	791	78,12	PF08487;PF13768;	Desulfobacterales bacterium S5133MH16	6_3	0,83
A0A3D5Z186	752	78,09	PF08487;PF13768;	Prolixibacteraceae bacterium	6_3	0,83
A0A2G2F7B1	664	78,08	PF08487;PF13768;	Colwellia sp	6_3	0,83
A0A1V2PH79	871	78,07	PF08487;PF13768;	Actinosynnema sp. ALI-1.44	6_3	0,83
A0A1H5DFJ5	759	77,76	PF08487;PF13768;	Bradyrhizobium erythrophlei	6_3	0,83
A0A1P8KF74	682	77,72	PF08487;PF13768;	Rhodoferax saidenbachensis	6_3	0,83
A0A1I7KEA1	819	77,36	PF08487;PF13768;	Acidovorax caeni	6_3	0,83
A0A1D2NF12	857	77,33	PF08487;PF13768;	Orchesella cincta (Springtail) (Podura cincta)	6_3	0,83
A0A2N2JDW1	790	77,19	PF08487;PF13768;	Deltaproteobacteria bacterium HGW-Deltaproteobacteria-14	6_3	0,83
A0A161M7J3	845	77,03	PF08487;PF13768;	Planomonospora sphaerica	6_3	0,83
A0A6G9QLU8	720	76,98	PF08487;PF13768;	Shewanella aestuarii	6_3	0,83
A0A3A8JZT1	903	76,84	PF08487;PF13768;	Corallococcus carmarthensis	6_3	0,83
A0A814QW75	831	76,76	PF08487;PF13768;	Rotaria sordida	6_3	0,83
A0A7Y4NT81	902	76,72	PF08487;PF13768;	Corallococcus exercitus	6_3	0,83
A0A522LWW0	828	76,64	PF08487;PF13768;	Acidobacteria bacterium	6_3	0,83
A0A7Y4NHQ4	908	76,56	PF08487;PF13768;	Corallococcus exercitus	6_3	0,83
A0A7X4Y5X9	907	76,35	PF08487;PF13768;	Corallococcus exiguus	6_3	0,83
A0A6G0IWH5	797	76,07	PF08487;PF13768;	Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea)	6_3	0,83
A0A1I2NB41	875	75,93	PF08487;PF13768;	Actinoplanes philippinensis	6_3	0,83
A0A814WUA0	716	75,73	PF08487;PF13768;	Rotaria sordida	6_3	0,83
A0A840FL23	686	75,67	PF08487;PF13768;	Variovorax guangxiensis	6_3	0,83
A0A841FJ65	899	75,53	PF08487;PF13768;	Phytomonospora endophytica	6_3	0,83
A0A3C1HDM4	810	75,43	PF08487;PF13768;	Verrucomicrobiales bacterium	6_3	0,83
A0A819PPG0	853	74,89	PF08487;PF13768;	Rotaria sordida	6_3	0,83
A0A815HMC0	848	74,53	PF08487;PF13768;	Rotaria sordida	6_3	0,83
A0A815GGZ5	882	74,32	PF08487;PF13768;	Adineta ricciae (Rotifer)	6_3	0,83
A0A852UN89	866	73,19	PF08487;PF13768;	Streptosporangium sandarakinum	6_3	0,83
A0A5R9NZ00	731	73,16	PF08487;PF13768;	Rhizobium sp. MHM7A	6_3	0,83
A0A3B9YC88	841	72,98	PF08487;PF13768;	Elusimicrobia bacterium	6_3	0,83
A0P2E4	772	72,31	PF08487;PF13768;	Roseibium aggregatum (strain ATCC 25650 / DSM 13394 / JCM 20685 / NBRC 16684 / NCIMB 2208 / IAM 12614 / B1) (Stappia aggregata)	6_3	0,83
A0A818I4C3	907	71,88	PF08487;PF13768;	Adineta steineri	6_3	0,83
A0A820ZT06	850	71,07	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,83
A0A815DL39	935	70,25	PF08487;PF13768;	Didymodactylos carnosus	6_3	0,83
A0A3S7UVV7	641	88,52	PF08487;PF13768;	Sorangium cellulosum (Polyangium cellulosum)	6_3	0,82
A0A2V7CTV6	684	86,35	PF08487;PF13768;	Candidatus Rokubacteria bacterium	6_3	0,82
A0A673BK86	723	85,74	PF08487;PF13768;	Sphaeramia orbicularis (orbiculate cardinalfish)	6_3	0,82
A0A850GVJ8	702	85,37	PF08487;PF13768;	Marinobacter lutaoensis	6_3	0,82
A0A540WI11	652	85,22	PF08487;PF13768;	Myxococcus llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogochensis	6_3	0,82
A0A1B8XYC5	665	84,74	PF08487;PF13768;	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	6_3	0,82
A0A6P7WSV6	778	84,46	PF08487;PF13768;	Microcaecilia unicolor	6_3	0,82
A0A6J2QUP8	775	83,49	PF08487;PF13768;	Cottoperca gobio (Frogmouth) (Aphritis gobio)	6_3	0,82
A0A1V3XXI7	741	83,47	PF08487;PF13768;	Mycobacterium kansasii	6_3	0,82
A0A090WNI5	717	83,34	PF08487;PF13768;	Algibacter lectus	6_3	0,82
A0A3A8P979	812	83,12	PF08487;PF13768;	Corallococcus llansteffanensis	6_3	0,82
A0A534UCJ8	783	82,86	PF08487;PF13768;	Deltaproteobacteria bacterium	6_3	0,82
A0A4Z0EF23	738	82,55	PF08487;PF13768;	Methylorubrum sp. Q1	6_3	0,82
A0A2K9LIP1	693	82,49	PF08487;PF13768;	Ketobacter alkanivorans	6_3	0,82
A0A3A8NHV4	853	82,14	PF08487;PF13768;	Corallococcus sicarius	6_3	0,82
A0A514KKQ8	723	81,87	PF08487;PF13768;	Methylorubrum populi	6_3	0,82
A0A1A3K5W8	770	81,52	PF08487;PF13768;	Mycobacterium gordonae	6_3	0,82
A0A2P1PSF2	728	81,46	PF08487;PF13768;	Ahniella affigens	6_3	0,82
A0A7N8WRD9	808	81,4	PF08487;PF13768;	Mastacembelus armatus (zig-zag eel)	6_3	0,82
A0A668U6V8	805	81,34	PF08487;PF13768;	Oreochromis aureus (Israeli tilapia) (Chromis aureus)	6_3	0,82
A0A2H0HTB8	758	81,12	PF08487;PF13768;	Xanthomonadales bacterium CG17_big_fil_post_rev_8_21_14_2_50_64_11	6_3	0,82
A0A509MRD8	678	81,09	PF08487;PF13768;	Marinobacter halodurans	6_3	0,82
A0A3A8QG25	838	80,81	PF08487;PF13768;	Corallococcus aberystwythensis	6_3	0,82
A0A3A8QG25	838	80,81	PF08487;PF13768;	Corallococcus aberystwythensis	6_3	0,82
A0A5J4FY37	729	80,74	PF08487;PF13768;	Patiriisocius marinistellae	6_3	0,82
A0A1G3CS58	775	80,59	PF08487;PF13768;	Polynucleobacter sp. GWA2_45_21	6_3	0,82
A0A4R7JT53	715	80,45	PF08487;PF13768;	Maribacter spongiicola	6_3	0,82
A0A2D9W1C9	658	80,4	PF08487;PF13768;	Pseudomonas sp	6_3	0,82
A0A4R4V121	784	80,29	PF08487;PF13768;	Nonomuraea deserti	6_3	0,82
A0A0K1EIP1	802	80,21	PF08487;PF13768;	Chondromyces crocatus	6_3	0,82
A0A2W4W047	847	79,59	PF08487;PF13768;	Pseudanabaena frigida	6_3	0,82
A0A0Q4C2A7	712	79,55	PF08487;PF13768;	Novosphingobium sp. Leaf2	6_3	0,82
A0A7C5HP81	711	79,3	PF08487;PF13768;	Candidatus Cloacimonetes bacterium	6_3	0,82
A0A6L8EU67	969	79,14	PF08487;PF13768;	Candidatus Poribacteria bacterium	6_3	0,82
A0A2P5MDB3	659	79,01	PF08487;PF13768;	Methylobacter sp	6_3	0,82
A0A6M1RKQ8	707	79	PF08487;PF13768;	Grimontia sedimenti	6_3	0,82
A0A6P7JGC4	853	78,93	PF08487;PF13768;	Parambassis ranga (Indian glassy fish)	6_3	0,82
A0A1H9RBD3	781	78,81	PF08487;PF13768;	Lentzea albida	6_3	0,82
A0A7Y6WB71	757	78,75	PF08487;PF13768;	Bradyrhizobium septentrionale	6_3	0,82
M5RVN5	764	78,65	PF08487;PF13768;	Rhodopirellula europaea SH398	6_3	0,82
A0A665V1C8	797	78,63	PF08487;PF13768;	Echeneis naucrates (Live sharksucker)	6_3	0,82
A0A847LLV2	820	78,47	PF08487;PF13768;	Candidatus Riflebacteria bacterium	6_3	0,82
D8G7Y8	849	78,44	PF08487;PF13768;	Kamptonema sp. PCC 6506	6_3	0,82
A0A0J7JG77	714	78,34	PF08487;PF13768;	Marinobacter subterrani	6_3	0,82
A0A4Q7ZTM4	826	78,27	PF08487;PF13768;	Krasilnikovia cinnamomea	6_3	0,82
A0A822DVM1	753	78,2	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,82
A0A6B1EWW7	970	78,17	PF08487;PF13768;	Candidatus Poribacteria bacterium	6_3	0,82
A0A0C3HX63	840	77,67	PF08487;PF13768;	Thauera sp. SWB20	6_3	0,82
A0A3E3I8T3	675	77,45	PF08487;PF13768;	Eisenbergiella massiliensis	6_3	0,82
A0A381SP42	783	77,42	PF08487;PF13768;	marine metagenome	6_3	0,82
A0A2Z4JYE9	740	77,26	PF08487;PF13768;	Erythrobacter sp. KY5	6_3	0,82
F6VIM6	813	76,67	PF08487;PF13768;	Macaca mulatta (Rhesus macaque)	6_3	0,82
A0A1B8V0K9	663	76,65	PF08487;PF13768;	Pseudomonas sp. AU11447	6_3	0,82
A0A2S5PFH3	790	76,61	PF08487;PF13768;	Hyphomicrobium sp	6_3	0,82
A0A0D9S455	700	76,56	PF08487;PF13768;	Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)	6_3	0,82
A0A518EMS1	803	76,23	PF08487;PF13768;	Planctomycetes bacterium Poly30	6_3	0,82
A0A1S1RNJ4	893	75,96	PF08487;PF13768;	Frankia sp. BMG5.36	6_3	0,82
A0A1F9Q9C1	806	75,35	PF08487;PF13768;	Elusimicrobia bacterium GWA2_64_40	6_3	0,82
A0A820H6B3	689	75,1	PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,82
A0A062XTJ4	835	74,32	PF08487;PF13768;	Thermoanaerobaculum aquaticum	6_3	0,82
A0A813UXR2	837	74,27	PF08487;PF13768;	Adineta ricciae (Rotifer)	6_3	0,82
A0A290QIV1	730	74,14	PF08487;PF13768;	Nibricoccus aquaticus	6_3	0,82
A0A4R5H121	746	73,77	PF08487;PF13768;	Alteromonadaceae bacterium M269	6_3	0,82
A0A285M7P4	838	73,3	PF08487;PF13768;	Cohaesibacter sp. ES.047	6_3	0,82
A0A818R8I4	903	73,22	PF08487;PF13768;	Rotaria sordida	6_3	0,82
A0A1B2HR96	816	72,35	PF08487;PF13768;	Lentzea guizhouensis	6_3	0,82
A0A2E6EJX3	865	72,25	PF08487;PF13768;	Rickettsiales bacterium	6_3	0,82
R9J127	750	72,21	PF08487;PF13768;	Lachnospiraceae bacterium A4	6_3	0,82
A0A538UD27	794	71,81	PF08487;PF13768;	Candidatus Eisenbacteria bacterium	6_3	0,82
A0A845W366	974	71,2	PF08487;PF13768;	Moorena sp. SIO3I8	6_3	0,82
A0A6P2E2Q5	690		PF08487;PF13768;	Variovorax sp. PBS-H4	6_3	0,82
A0A7Y2BY18	725		PF08487;PF13768;	Saprospiraceae bacterium	6_3	0,82
A0A6L8CB86	718		PF08487;PF13768;	Rhodothermaceae bacterium	6_3	0,82
A0A2S0MC34	780		PF08487;PF13768;	Ottowia oryzae	6_3	0,82
A0A4R4N3D9	802		PF08487;PF13768;	Nonomuraea longispora	6_3	0,82
A0A0F0GMV3	762		PF08487;PF13768;	Lentzea aerocolonigenes (Lechevalieria aerocolonigenes) (Saccharothrix aerocolonigenes)	6_3	0,82
A0A2D4TD91	774		PF08487;PF13768;	Haliea sp	6_3	0,82
A0A523JMG6	729		PF08487;PF13768;	Gammaproteobacteria bacterium	6_3	0,82
A0A7Y3EAL7	666		PF08487;PF13768;	Desulfofustis sp	6_3	0,82
A0A0R3BSD6	757		PF08487;PF13768;	Bradyrhizobium pachyrhizi	6_3	0,82
A0A1V5M998	831		PF08487;PF13768;	bacterium ADurb.Bin425	6_3	0,82
A0A150Q162	632	89,07	PF08487;PF13768;	Sorangium cellulosum (Polyangium cellulosum)	6_3	0,81
A0A5M3PN50	665	86,54	PF08487;PF13768;	Marinobacter salsuginis	6_3	0,81
H3B1P7	781	85,82	PF08487;PF13768;	Latimeria chalumnae (Coelacanth)	6_3	0,81
A0A3M1RJJ6	678	84,91	PF08487;PF13768;	Nitrospinae bacterium	6_3	0,81
A0A523JK75	792	84,65	PF08487;PF13768;	Deltaproteobacteria bacterium	6_3	0,81
B7RYC9	686	84,05	PF08487;PF13768;	marine gamma proteobacterium HTCC2148	6_3	0,81
A0A3B3WV08	782	83,93	PF08487;PF13768;	Poecilia mexicana	6_3	0,81
A0A1A8RXC9	776	83,85	PF08487;PF13768;	Nothobranchius rachovii (bluefin notho)	6_3	0,81
A0A7C1LSL9	818	83,4	PF08487;PF13768;	Phycisphaerae bacterium	6_3	0,81
A0A3A8JI24	812	83,11	PF08487;PF13768;	Corallococcus sp. CA053C	6_3	0,81
A0A523STL0	822	83,11	PF08487;PF13768;	Candidatus Stahlbacteria bacterium	6_3	0,81
A0A7C1PEC6	775	82,87	PF08487;PF13768;	bacterium	6_3	0,81
A0A1F7FZQ6	774	82,56	PF08487;PF13768;	Candidatus Riflebacteria bacterium GWC2_50_8	6_3	0,81
A0A1Q7YCZ1	823	82,55	PF08487;PF13768;	Acidobacteria bacterium 13_1_20CM_3_53_8	6_3	0,81
A0A4W6CS13	707	82,26	PF08487;PF13768;	Lates calcarifer (Barramundi) (Holocentrus calcarifer)	6_3	0,81
A0A2H6LEG2	794	82,11	PF08487;PF13768;	Nostoc cycadae WK-1	6_3	0,81
A0A2E0NKD0	658	82,06	PF08487;PF13768;	Pseudomonadales bacterium	6_3	0,81
A0A455WI22	679	81,9	PF08487;PF13768;	Marinobacter nauticus (Marinobacter hydrocarbonoclasticus) (Marinobacter aquaeolei)	6_3	0,81
U5QN72	789	81,69	PF08487;PF13768;	Gloeobacter kilaueensis JS1	6_3	0,81
A0A354WDV5	820	81,58	PF08487;PF13768;	Planktothrix sp. UBA10369	6_3	0,81
H8MZV5	839	81,39	PF08487;PF13768;	Corallococcus coralloides (strain ATCC 25202 / DSM 2259 / NBRC 100086 / M2) (Myxococcus coralloides)	6_3	0,81
A0A3S5GYC6	880	80,8	PF08487;PF13768;	Sorangium cellulosum (Polyangium cellulosum)	6_3	0,81
A0A3B1JN02	711	80,71	PF08487;PF13768;	Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)	6_3	0,81
A0A6B2U3N1	796	80,61	PF08487;PF13768;	Streptomyces sp. SID13031	6_3	0,81
A0A250IWD2	845	80,38	PF08487;PF13768;	Cystobacter fuscus	6_3	0,81
A0A7Z9BIB5	830	80,37	PF08487;PF13768;	Planktothrix serta PCC 8927	6_3	0,81
A0A543IZW4	786	80,31	PF08487;PF13768;	Thermopolyspora flexuosa	6_3	0,81
A0A671W9F6	789	80,15	PF08487;PF13768;	Sparus aurata (Gilthead sea bream)	6_3	0,81
A0A3A8G8G2	838	80,11	PF08487;PF13768;	Corallococcus sp. AB011P	6_3	0,81
A0A3A8J4P6	838	80,08	PF08487;PF13768;	Corallococcus sp. CA049B	6_3	0,81
A0A349JF06	816	80	PF08487;PF13768;	Microcoleaceae bacterium UBA11344	6_3	0,81
A0A250DBQ6	686	79,8	PF08487;PF13768;	Variovorax boronicumulans	6_3	0,81
A0A2D9Q182	658	79,72	PF08487;PF13768;	Pseudomonadales bacterium	6_3	0,81
A0A2T7UCH0	804	79,69	PF08487;PF13768;	Limnohabitans planktonicus II-D5	6_3	0,81
L7N2K9	876	79,66	PF08487;PF13768;	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	6_3	0,81
A0A537ML29	739	79,64	PF08487;PF13768;	Alphaproteobacteria bacterium	6_3	0,81
A0A351UQB9	840	79,46	PF08487;PF13768;	Elusimicrobia bacterium	6_3	0,81
A0A1I6F6Y5	772	79,44	PF08487;PF13768;	Lentzea waywayandensis	6_3	0,81
A0A5C8CAL9	827	79,2	PF08487;PF13768;	Alicycliphilus sp	6_3	0,81
A0A3A4BJI3	812	79,13	PF08487;PF13768;	Bailinhaonella thermotolerans	6_3	0,81
A0A850B2R6	858	79,1	PF08487;PF13768;	Chthonomonadales bacterium	6_3	0,81
