#Knot_type	Category	Uniprot	Organism	pLDDT_knotcore	Protein_name	InterPro	Gene_name	#FILTER: InterPro=IPR003929 AND Category=AF4;
5_2	AF4	A0A1D1VP35-F1	Water bear	74.7	Maxi K channel	IPR003929,IPR013099,IPR036291	RvY_11161 RvY_11161.1 RvY_11161-1
3_1	AF4	A0A2J8U561-F1	Sumatran orangutan	78.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	CR201_G0030157
3_1	AF4	A0A7K9Z9V9-F1	Dicrurus megarhynchus	78.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 DICMEG_R01659
3_1	AF4	A0A3Q0CEF2-F1	Golden hamster	78.4	potassium channel subfamily U member 1	IPR003929,IPR005821,IPR036291	Kcnu1
3_1	AF4	A0A6J0YI24-F1	Odocoileus virginianus	78.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A7E6EM01-F1	Common octopus	78.4	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC115228444
3_1	AF4	A0A3Q1G6C5-F1	spiny chromis	78.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	
3_1	AF4	A0A7J8G8Z7-F1	Egyptian rousette	78.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	HJG63_007120
3_1	AF4	Q12791-F1	Human	78.4	Calcium-activated potassium channel subunit alpha-1	IPR024939,IPR005821,IPR003929,IPR036291	
3_1	AF4	A0A4W2FG52-F1	Hybrid cattle	78.4	Potassium calcium-activated channel subfamily U member 1	IPR003929,IPR005821,IPR036291	KCNU1
3_1	AF4	H2ZIB6-F1	Pacific transparent sea squirt	78.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	
3_1	AF4	A0A091UM38-F1	Crested ibis	78.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Y956_09323
3_1	AF4	A0A673CMS1-F1	orbiculate cardinalfish	78.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	
3_1	AF4	A0A267DPV2-F1	Macrostomum lignano	78.4	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	BOX15_Mlig033072g1
3_1	AF4	A0A6J2ALA5-F1	Cheetah	78.4	potassium channel subfamily T member 2 isoform X10	IPR003929,IPR013099,IPR036291	KCNT2
3_1	AF4	A0A2K6V5L0-F1	Bolivian squirrel monkey	78.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A673IX97-F1	Sinocyclocheilus rhinocerous	78.4	Calcium-activated potassium channel subunit alpha-1 (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Slo-alpha) (Slo1) (Slowpoke homolog)	IPR003929,IPR036291	LOC107708442
3_1	AF4	A0A672Q5N0-F1	Dianchi golden-line fish	78.4	Calcium-activated potassium channel subunit alpha-1 (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Slo-alpha) (Slo1) (Slowpoke homolog)	IPR003929,IPR013099,IPR036291	KCNMA1
3_1	AF4	A0A7J8G9H9-F1	Egyptian rousette	78.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	HJG63_007120
3_1	AF4	A0A3P8UPI5-F1	Tongue sole	78.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	
3_1	AF4	A0A7K4XHA5-F1	Golden-crowned kinglet	78.4	KCNT1 protein	IPR003929,IPR013099	Kcnt1 REGSAT_R06344
3_1	AF4	A0A1W2PPZ1-F1	Human	78.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A6I8TUA1-F1	Yellowfever mosquito	78.4	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	5578934
3_1	AF4	A0A1B6HFZ4-F1	Homalodisca liturata	78.4	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	g.43282
3_1	AF4	A0A3Q1JEW0-F1	Climbing perch	78.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A091FKR5-F1	common cuckoo	78.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	N303_09281
3_1	AF4	A0A3P9DQI6-F1	zebra mbuna	78.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	
3_1	AF4	A0A6P8UP68-F1	Antarctic dragonfish	78.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC117543371
3_1	AF4	A0A6P5LSZ9-F1	Koala	78.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A817VFZ6-F1	Rotaria sp	78.3	Hypothetical protein	IPR003929,IPR013099,IPR027359	CBO169_LOCUS885 DUG663_LOCUS29294
3_1	AF4	A0A2K5F4T5-F1	Ma's night monkey	78.3	Potassium calcium-activated channel subfamily U member 1	IPR003929,IPR005821	KCNU1
3_1	AF4	A0A2I3HQI0-F1	Northern white-cheeked gibbon	78.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A2I0MF57-F1	Rock dove	78.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1 A306_00005129
3_1	AF4	A0A6P9F6S1-F1	California sealion	78.3	potassium channel subfamily U member 1	IPR003929,IPR005821,IPR036291	KCNU1
3_1	AF4	A0A6B0R5F1-F1	wild yak	78.3	Potassium channel subfamily U member 1	IPR003929,IPR005821,IPR036291	E5288_WYG014191
3_1	AF4	A0A1L1RKS9-F1	Chicken	78.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A3P9AZF2-F1	zebra mbuna	78.3	Potassium channel subfamily T member 1	IPR003929,IPR013099	
3_1	AF4	A0A0J9Y9H3-F1	Filarial nematode worm	78.3	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	bma-slo-1 Bma-slo-1 Bm6719 BM_Bm6719
3_1	AF4	A0A672IY20-F1	Jewelled blenny	78.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC115399846
3_1	AF4	A0A0R1E5R7-F1	Fruit fly	78.3	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	Dyak\GE23506 Dyak_GE23506
3_1	AF4	G3QE16-F1	Western lowland gorilla	78.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A3P8ZES3-F1	Northern pike	78.3	Si:dkey-21e5.1	IPR003929,IPR013099,IPR036291	KCNT1
3_1	AF4	A0A3B4FZU8-F1	Pundamilia nyererei	78.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	
3_1	AF4	A0A6J0DSD3-F1	Prairie deer mouse	78.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1
3_1	AF4	A0A672MD59-F1	Dianchi golden-line fish	78.3	Calcium-activated potassium channel subunit alpha-1 (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Slo-alpha) (Slo1) (Slowpoke homolog)	IPR003929,IPR013099,IPR027359,IPR036291	LOC107589535
3_1	AF4	A0A2J8TPC6-F1	Sumatran orangutan	78.3	KCNU1 isoform 2	IPR003929,IPR005821	CR201_G0033419
3_1	AF4	A0A093HLR7-F1	Struthio camelus	78.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	N308_11009
3_1	AF4	E5RHP1-F1	Human	78.3	Potassium channel subfamily U member 1	IPR003929,IPR005821	KCNU1
3_1	AF4	A0A1S3Q760-F1	Atlantic salmon	78.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC106589905
3_1	AF4	A0A3B4E577-F1	Red-bellied piranha	78.3	Calcium-activated potassium channel subunit alpha-1 (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Slo-alpha) (Slo1) (Slowpoke homolog)	IPR003929	
3_1	AF4	A0A3Q7TI38-F1	Red fox	78.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A812X0G8-F1	Symbiodinium sp	78.3	Kcnma1 protein	IPR003929,IPR013099	kcnma1 SLIN2456_LOCUS25330
3_1	AF4	A0A673CGG1-F1	orbiculate cardinalfish	78.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	
3_1	AF4	A0A6P7PES8-F1	Siamese fighting fish	78.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC114870627
3_1	AF4	C6F0H4-F1	Dog hookworm	78.3	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	
3_1	AF4	A0A6I8W3S8-F1	Fruit fly	78.3	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC4800443
3_1	AF4	A0A6J2RTW6-F1	Frogmouth	78.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC115025038
3_1	AF4	A0A6J1PUZ3-F1	Temnothorax curvispinosus	78.2	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC112454974
3_1	AF4	I0IYQ9-F1	Mozambique tilapia	78.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	kcnma1
3_1	AF4	A0A4U8UWT7-F1	Entomopathogenic nematode	78.2	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	L596_004714
3_1	AF4	A0A0V0U529-F1	Trichinella murrelli	78.2	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	slo-1 T05_4379
3_1	AF4	A0A6J0GKP3-F1	blue-crowned manakin	78.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A3Q2DIZ3-F1	Sheepshead minnow	78.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	Q8AYS8-F1	Chicken	78.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (MaxiK) (S...	IPR003929,IPR005821,IPR036291	KCNMA1 KCNMA
3_1	AF4	A0A4W5NK58-F1	huchen	78.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	
3_1	AF4	A0A3P9PM05-F1	Guppy	78.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	
3_1	AF4	A0A665X2E9-F1	Live sharksucker	78.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC115055457
3_1	AF4	A0A672IVF4-F1	Jewelled blenny	78.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC115399846
3_1	AF4	A0A2Y9TG69-F1	Sperm whale	78.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A671L958-F1	Sinocyclocheilus anshuiensis	78.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC107659644
3_1	AF4	A0A2J8NTY7-F1	Chimpanzee	78.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	CK820_G0007780
3_1	AF4	A0A6P8GGZ0-F1	Atlantic herring	78.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	kcnma1a
3_1	AF4	A0A1S3Q8V1-F1	Atlantic salmon	78.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC106589905
3_1	AF4	A0A6P7KCK8-F1	Indian glassy fish	78.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC114451567
3_1	AF4	O73731-F1	Red-eared slider turtle	78.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	
3_1	AF4	A0A671X4B1-F1	Gilthead sea bream	78.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	kcnma1
3_1	AF4	A0A2I0MF66-F1	Rock dove	78.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1 A306_00005129
3_1	AF4	A0A817SGR0-F1	Rotaria socialis	78.2	Hypothetical protein	IPR003929,IPR036291	FME351_LOCUS9305 LUA448_LOCUS7164 TIS948_LOCUS26121
3_1	AF4	A0A3B3C474-F1	Marine medaka	78.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	
3_1	AF4	A0A3Q1FVQ9-F1	spiny chromis	78.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A6P4V898-F1	Leopard	78.2	potassium channel subfamily U member 1	IPR003929,IPR005821,IPR036291	KCNU1
3_1	AF4	A0A1U7RB88-F1	Golden hamster	78.1	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1
3_1	AF4	A0A673CKY2-F1	orbiculate cardinalfish	78.1	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	
3_1	AF4	A0A093P029-F1	Adelie penguin	78.1	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	AS28_03197
3_1	AF4	F7BHL0-F1	Mouse	78.1	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1
3_1	AF4	A0A1S3T3L4-F1	Atlantic salmon	78.1	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC106613356
3_1	AF4	A0A672IZ44-F1	Jewelled blenny	78.1	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC115399846
3_1	AF4	G0QYU0-F1	strain G5	78.1	Cation channel family protein	IPR003929,IPR013099,IPR027359,IPR036291	IMG5_152160
3_1	AF4	A0A674H2G9-F1	Zebra finch	78.1	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	G3RQN0-F1	Western lowland gorilla	78.1	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A671FW36-F1	Greater horseshoe bat	78.1	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1 mRhiFer1_007212
3_1	AF4	A0A2J8NTY9-F1	Chimpanzee	78.1	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	CK820_G0007780
3_1	AF4	A0A6P6C8J5-F1	Large flying fox	78.1	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
