#Knot_type	Category	Uniprot	Organism	pLDDT_knotcore	Protein_name	InterPro	Gene_name	#FILTER: InterPro=IPR036901;IPR006131 AND Category=AF4;
4_1	AF4	A0A7J6WXD7-F1	Rue-anemone	77.7	Aspartate carbamoyltransferase (EC 2.1.3.2)	IPR002082,IPR006130,IPR006131,IPR006132,IPR036901	FRX31_008300
3_1	AF4	A0A4S2HAE8-F1	Marinicauda pacifica	98.5	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' E5162_07445
3_1	AF4	A0A5F0U988-F1	Parabacteroides sp	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' E4T94_18110
3_1	AF4	A0A1Q6GV86-F1	Bacteroides sp	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' BHV72_14715
3_1	AF4	A0A3D8HJZ3-F1	Parabacteroides acidifaciens	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' DWU89_01305
3_1	AF4	A0A553ES37-F1	Bacteroides sp	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' FNW54_02895
3_1	AF4	A0A523F4M4-F1	Acidobacteria bacterium	98.5	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' E2O96_06790
3_1	AF4	A0A3E5GKT5-F1	Bacteroides faecis	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' DXB21_04745 F2Z41_07505
3_1	AF4	I9EBU7-F1	Bacteroides caccae	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' HMPREF1061_03467
3_1	AF4	A0A1C5RRX7-F1	uncultured Bacteroides	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' SAMEA3545269_01941
3_1	AF4	A0A828W298-F1	Bacteroides ovatus	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' HMPREF1070_01189
3_1	AF4	A0A7Y1W3Q1-F1	Xanthomonadales bacterium	98.5	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' HKN58_09490
3_1	AF4	A0A174H9X9-F1	Bacteroides xylanisolvens	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' B5E50_15220 B5E52_00320 DW027_27620 DW042_24375 DW785_15435 DWW25_22695 DWX88_04440 DXD03_00780 GA398_17455 GA560_02480 GAZ26_15865 SAMN04487924_11970 SAMN05216250_11478
3_1	AF4	A0A372Z0Y9-F1	Bacteroides sp	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' DW173_11845
3_1	AF4	A0A5Q4GM55-F1	Wenzhouxiangella sp	98.5	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' EA419_08830
3_1	AF4	A0A4R2M4I4-F1	Bacteroides heparinolyticus	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' EV202_11754
3_1	AF4	A0A3R6TZ30-F1	Parabacteroides sp	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' DXD68_15155
3_1	AF4	A0A2N1WIP3-F1	Gammaproteobacteria bacterium	98.5	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' CVV18_01175
3_1	AF4	A0A069CY83-F1	Bacteroides graminisolvens	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' JCM15093_74
3_1	AF4	A0A4P7W3J4-F1	Duncaniella dubosii	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' E7747_06525
3_1	AF4	R7KWV4-F1	Bacteroides thetaiotaomicron	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' BN644_03870
3_1	AF4	A0A496DV02-F1	Parabacteroides sp	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' DW033_11085
3_1	AF4	A0A6A2RME7-F1	Bacteroides xylanisolvens	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' GA423_17055 GA424_18960 GAZ43_04175
3_1	AF4	A0A3N2KXT4-F1	Janvier	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' EEL39_03470
3_1	AF4	A0A7J0A5N5-F1	Bacteroides acidifaciens	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' E4T97_02495 FMN12_07880 IMSAGC001_02744
3_1	AF4	A0A150QKD6-F1	Polyangium cellulosum	98.5	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' BE15_46585
3_1	AF4	D6D6C2-F1	Bacteroides xylanisolvens	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' BXY_47780
3_1	AF4	A0A7V8E6T4-F1	Planctomycetes bacterium	98.5	N-acetylornithine	IPR006130,IPR006131,IPR006132,IPR036901	FD180_2037
3_1	AF4	A0A351M5R5-F1	Bacteroides graminisolvens	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' DCY22_07225
3_1	AF4	A0A354WWH2-F1	Parabacteroides sp	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' DDZ04_04515
3_1	AF4	R5YK09-F1	Bacteroides sp	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' BN496_01591
3_1	AF4	A0A8B5WF62-F1	Wenzhouxiangella sp	98.5	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' EA370_12140
3_1	AF4	A0A351YBA7-F1	Bacteroides sp	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' DCZ73_00630
3_1	AF4	A0A4S2G2H1-F1	Muribaculum intestinale	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' E5333_02060
3_1	AF4	R6WSV0-F1	Parabacteroides merdae	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' BN675_02799
3_1	AF4	A0A174IKY1-F1	Bacteroides faecis	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF argF' ERS852461_01301
3_1	AF4	A0A373GC25-F1	Bacteroides sp	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' DWZ47_06800
3_1	AF4	A0A174HI48-F1	Bacteroides caccae	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF argF' DW190_08875 DW794_04160 DWY26_04635 DXA49_04255 ERS852494_00630 ERS852558_02912 F2Y35_00320 F2Y36_13935 F2Y39_02665 F2Y49_01980
3_1	AF4	A0A449I175-F1	Bacteroides heparinolyticus	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF argF' NCTC7812_00700
3_1	AF4	A3UF77-F1	Oceanicaulis sp	98.5	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' OA2633_12555
3_1	AF4	K6H476-F1	SAR86 cluster	98.5	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' B273_0321
3_1	AF4	S0GKP0-F1	Parabacteroides goldsteinii	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' C803_05162
3_1	AF4	R5JHN1-F1	Bacteroides sp	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' BN523_01467
3_1	AF4	A0A412C2T6-F1	Bacteroides sp	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' DWY87_07490
3_1	AF4	A0A1G8FZP7-F1	Bacteroides ovatus	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' DW206_01530 DWX70_08245 DWY24_08885 F3D51_17355 HUV13_02130 SAMN05192582_101627
3_1	AF4	A0A2N6CIX6-F1	Chromatiales bacterium	98.5	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' C0629_13120
3_1	AF4	A0A7Y2U1L3-F1	Xanthomonadales bacterium	98.5	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' HKO85_02630 HKP19_03370
3_1	AF4	A0A7J4XJQ7-F1	Bacteroides salyersiae	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' F3F73_10135
3_1	AF4	A0A840DAQ5-F1	Bacteroides reticulotermitis	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' GGR06_003482
3_1	AF4	A0A3L7ZX80-F1	bacterium J10	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' D7V95_11300
3_1	AF4	A0A1G6Y525-F1	Aquimonas voraii	98.5	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' SAMN04488509_108118
3_1	AF4	A0A285RLH2-F1	Bacteroides sp	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' SAMN02910274_00219
3_1	AF4	A0A1V6J7R5-F1	Bacteroidetes bacterium ADurb	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' BWX52_00045
3_1	AF4	A6LE76-F1	Parabacteroides distasonis 	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' BDI_2259
3_1	AF4	A0A3E5BP15-F1	Bacteroides oleiciplenus	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' DXB65_03395
3_1	AF4	A0A069RYZ7-F1	Parabacteroides distasonis str	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' M090_0982
3_1	AF4	A0A5N0M547-F1	Bacteroides xylanisolvens	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' F6S82_04175 GA574_09915
3_1	AF4	A0A2E6RD11-F1	Xanthomonadales bacterium	98.5	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' CMP07_05900
3_1	AF4	R6JF06-F1	Bacteroides ovatus	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' BN541_00147
3_1	AF4	A0A2E5ADH9-F1	Oceanicaulis sp	98.5	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' CMH92_07380
3_1	AF4	A0A496BNX2-F1	Parabacteroides sp	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' DWY79_14715
3_1	AF4	A0A4S2AYL8-F1	Bacteroides acidifaciens	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' E5356_06770
3_1	AF4	A0A3N2LSR5-F1	Janvier	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' EEL37_00695
3_1	AF4	A0A351E5V9-F1	Parabacteroides merdae	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' DW030_04375 DW191_12525 DW986_05140 DWX56_09680 GMD66_15030 GMD79_00740
3_1	AF4	A0A3D1AGU9-F1	Porphyromonadaceae bacterium	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' DEQ30_11175
3_1	AF4	A0A150R303-F1	Polyangium cellulosum	98.5	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' BE17_31010
3_1	AF4	A0A1M6EBM2-F1	Bacteroides stercorirosoris	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' SAMN05444350_10923
3_1	AF4	A0A4P7VT04-F1	Duncaniella sp	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' E7745_01780
3_1	AF4	D4VIB5-F1	Bacteroides xylanisolvens	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' BN890_30750
3_1	AF4	A0A5M5EVA5-F1	Bacteroides ovatus	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' F3D66_04320 F3D71_04785
3_1	AF4	A0A415CLV5-F1	Bacteroides sp	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' DW121_09355
3_1	AF4	A0A1Y4GX14-F1	Barnesiella sp	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' B5F38_09860
3_1	AF4	A0A0K0XSB1-F1	Wenzhouxiangella marina	98.5	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' WM2015_184
3_1	AF4	K5CMI7-F1	Bacteroides finegoldii	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' HMPREF1057_02585
3_1	AF4	A0A3E4PGS1-F1	Parabacteroides sp	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' DXC95_05145
3_1	AF4	A0A1Q6HYR0-F1	Parabacteroides sp	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' BHV83_11435
3_1	AF4	K5ZN02-F1	Parabacteroides goldsteinii	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' HMPREF1076_02263
3_1	AF4	A0A0F5IKV4-F1	Parabacteroides sp	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' HMPREF1212_04774
3_1	AF4	A0A1F3A0D6-F1	Alphaproteobacteria bacterium	98.5	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' A3E78_00500
3_1	AF4	A0A3D3K7X0-F1	Alistipes sp	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' DIS92_07455
3_1	AF4	A0A4P2PSV8-F1	Polyangium cellulosum	98.5	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' SOCEGT47_000860
3_1	AF4	A0A7X9C5L8-F1	Bacteroidales bacterium	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' GX963_12580
3_1	AF4	A0A1E9BZ11-F1	Bacteroides sp	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' HMPREF2794_12265
3_1	AF4	A0A7C7KUS3-F1	Aigarchaeota archaeon	98.5	Ornithine carbamoyltransferase	IPR002292,IPR006130,IPR006131,IPR006132,IPR036901	EYP20_03090
3_1	AF4	D7J610-F1	Bacteroides sp	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' HMPREF0106_02896
3_1	AF4	A0A2D8DKV0-F1	Gammaproteobacteria bacterium	98.5	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' CMQ67_01745
3_1	AF4	D0TLY1-F1	Bacteroides sp	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' HMPREF0102_00124
3_1	AF4	A0A0J9FLT4-F1	Bacteroides sp	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' HMPREF9009_01322
3_1	AF4	A0A3A5TZT7-F1	Bacteroides sp	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' DW862_00605
3_1	AF4	A0A374WRY5-F1	Bacteroides sp	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' DXB58_05850
3_1	AF4	A0A7X0QNS4-F1	Luteimonas sp	98.5	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' H6X63_08425
3_1	AF4	A0A173UBP0-F1	Parabacteroides distasonis	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' ERS852429_02045 GKD66_17770 GKD67_11060 HHO38_21030
3_1	AF4	A0A174N4X6-F1	Parabacteroides distasonis	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' DW002_09390 DWX02_14720 ERS852560_01454 FOB23_03655 FSA05_03960 GKD54_06805 GKD58_04605 GKD59_02825
3_1	AF4	A0A3L7ZSR4-F1	Parabacteroides distasonis	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' D7V78_12745 E5342_07725
3_1	AF4	U2CL03-F1	Bacteroides pyogenes	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' HMPREF1981_02219
3_1	AF4	A0A3D2LX89-F1	Bacteroides ovatus	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' DHW41_19220
3_1	AF4	A0A1Y3WMT0-F1	Barnesiella sp	98.5	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' B5G10_02295
